NAME                                       STATUS                        ROLES                  AGE      VERSION    INTERNAL-IP       EXTERNAL-IP   OS-IMAGE                KERNEL-VERSION                  CONTAINER-RUNTIME               REGION
k8s-haosu-17.sdsc.optiputer.net            Ready                         <none>                 3y34d    v1.23.14   67.58.51.242      <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
k8s-haosu-18.sdsc.optiputer.net            Ready                         <none>                 3y34d    v1.23.14   67.58.51.243      <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
k8s-haosu-19.sdsc.optiputer.net            Ready                         <none>                 2y70d    v1.23.14   67.58.51.244      <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
k8s-haosu-20.sdsc.optiputer.net            Ready                         <none>                 3y34d    v1.23.14   67.58.51.245      <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
k8s-haosu-21.sdsc.optiputer.net            Ready                         <none>                 3y32d    v1.23.14   67.58.51.246      <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
k8s-haosu-22.sdsc.optiputer.net            Ready                         <none>                 3y34d    v1.23.14   67.58.51.247      <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
k8s-haosu-23.sdsc.optiputer.net            Ready                         <none>                 3y34d    v1.23.14   67.58.51.248      <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
k8s-haosu-24.sdsc.optiputer.net            Ready                         <none>                 2y293d   v1.23.14   67.58.51.249      <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
k8s-igrok-01.calit2.optiputer.net          Ready                         <none>                 2y176d   v1.23.14   67.58.53.139      <none>        Ubuntu 20.04.3 LTS      5.4.0-125-generic               containerd://1.5.9              us-west
k8s-igrok-02.calit2.optiputer.net          Ready                         <none>                 2y176d   v1.23.14   67.58.53.140      <none>        Ubuntu 20.04.3 LTS      5.4.0-125-generic               containerd://1.5.9              us-west
k8s-igrok-03.calit2.optiputer.net          Ready                         <none>                 2y358d   v1.23.14   67.58.53.141      <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
k8s-igrok-04.calit2.optiputer.net          Ready                         <none>                 2y106d   v1.23.14   67.58.53.142      <none>        Ubuntu 20.04.3 LTS      5.4.0-125-generic               containerd://1.5.9              us-west
k8s-igrok-05.calit2.optiputer.net          Ready                         <none>                 709d     v1.23.14   67.58.53.143      <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
k8s-igrok-06.calit2.optiputer.net          Ready                         <none>                 518d     v1.23.14   67.58.53.144      <none>        Ubuntu 20.04.3 LTS      5.4.0-131-generic               containerd://1.5.9              us-west
k8s-igrok-07.calit2.optiputer.net          Ready                         <none>                 518d     v1.23.14   132.249.252.81    <none>        Ubuntu 20.04.3 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
k8s-nvme-01.sdsc.optiputer.net             Ready                         <none>                 2y256d   v1.23.14   198.17.101.46     <none>        Ubuntu 20.04.5 LTS      5.4.0-131-generic               containerd://1.5.9              us-west
k8s-nvme-01.ultralight.org                 Ready                         <none>                 2y195d   v1.23.14   198.32.43.89      <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://20.10.9                us-west
k8s-prp-sdsu-dalek08.sdsu.edu              Ready                         <none>                 2y131d   v1.23.14   130.191.49.108    <none>        Ubuntu 21.04            5.11.0-49-generic               containerd://1.5.5              us-west
k8s-ravi-01.calit2.optiputer.net           Ready                         <none>                 338d     v1.23.14   67.58.53.157      <none>        Ubuntu 20.04.3 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
k8s-s-00.sdsc.optiputer.net                Ready                         <none>                 127d     v1.23.14   67.58.53.219      <none>        Ubuntu 20.04.5 LTS      5.4.0-128-generic               containerd://1.5.9              us-west
k8s-u200-00.calit2.optiputer.net           Ready                         <none>                 196d     v1.23.14   67.58.53.186      <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
k8s-usra-01.calit2.optiputer.net           Ready                         <none>                 379d     v1.23.14   67.58.53.214      <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
k8s-usra-02.calit2.optiputer.net           Ready                         <none>                 617d     v1.23.14   67.58.53.218      <none>        Ubuntu 20.04.3 LTS      5.4.0-125-generic               containerd://1.5.9              us-west
k8s1-pb10.ultralight.org                   Ready                         <none>                 486d     v1.23.14   198.32.44.23      <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://20.10.9                us-west
knuron.calit2.optiputer.net                Ready                         <none>                 406d     v1.23.14   67.58.53.164      <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
mdf-poc.aglt2.org                          Ready                         <none>                 331d     v1.23.14   192.41.231.107    <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-east
moff.sdstate.edu                           Ready                         <none>                 279d     v1.23.14   137.216.250.10    <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-central
nautilus01.hsrn.nyu.edu                    Ready                         <none>                 216d     v1.23.14   216.165.12.66     <none>        Ubuntu 20.04.3 LTS      5.4.0-139-generic               containerd://1.5.9              us-east
nautilus02.hsrn.nyu.edu                    Ready                         <none>                 245d     v1.23.14   216.165.12.67     <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-east
nautilus03.hsrn.nyu.edu                    Ready                         <none>                 143d     v1.23.14   216.165.12.68     <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-east
nautilus04.hsrn.nyu.edu                    Ready                         <none>                 41d      v1.23.14   216.165.12.69     <none>        Ubuntu 20.04.4 LTS      5.4.0-136-generic               containerd://1.5.9              us-east
nautilus1.hpc.uark.edu                     Ready                         <none>                 296d     v1.23.14   130.184.31.7      <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-central
nautilusc01.sci.cwru.edu                   Ready                         <none>                 546d     v1.23.14   192.5.110.71      <none>        Ubuntu 20.04.3 LTS      5.4.0-131-generic               containerd://1.5.9              us-east
nautilusg01.sci.cwru.edu                   Ready                         <none>                 300d     v1.23.14   192.5.110.78      <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-east
nautilusg02.sci.cwru.edu                   Ready                         <none>                 300d     v1.23.14   192.5.110.83      <none>        Ubuntu 20.04.4 LTS      5.4.0-139-generic               containerd://1.5.9              us-east
netw-fiona-ucsf.stanford.edu               Ready                         <none>                 3y102d   v1.23.14   171.66.4.11       <none>        Ubuntu 20.04.3 LTS      5.4.0-125-generic               containerd://1.5.9              us-west
netw-fiona.stanford.edu                    Ready                         <none>                 4y106d   v1.23.14   171.66.4.10       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
node-1-1.sdsc.optiputer.net                Ready                         <none>                 43d      v1.23.14   132.249.252.200   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-1-2.sdsc.optiputer.net                Ready                         <none>                 43d      v1.23.14   132.249.252.201   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-1-3.sdsc.optiputer.net                Ready                         <none>                 43d      v1.23.14   132.249.252.202   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-1-4.sdsc.optiputer.net                Ready                         <none>                 41d      v1.23.14   132.249.252.203   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-1-5.sdsc.optiputer.net                Ready                         <none>                 70d      v1.23.14   132.249.252.214   <none>        Ubuntu 20.04.4 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
node-2-1.sdsc.optiputer.net                Ready                         <none>                 100d     v1.23.14   132.249.252.204   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-10.sdsc.optiputer.net               Ready                         <none>                 100d     v1.23.14   132.249.252.213   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-12.sdsc.optiputer.net               Ready                         <none>                 64d      v1.23.14   132.249.252.215   <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
node-2-2.sdsc.optiputer.net                NotReady,SchedulingDisabled   <none>                 100d     v1.23.14   132.249.252.205   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-3.sdsc.optiputer.net                Ready                         <none>                 100d     v1.23.14   132.249.252.206   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-4.sdsc.optiputer.net                Ready                         <none>                 100d     v1.23.14   132.249.252.207   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-6.sdsc.optiputer.net                Ready                         <none>                 43d      v1.23.14   132.249.252.209   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-7.sdsc.optiputer.net                Ready                         <none>                 99d      v1.23.14   132.249.252.210   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-8.sdsc.optiputer.net                Ready,SchedulingDisabled      <none>                 43d      v1.23.14   132.249.252.212   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
node-2-9.sdsc.optiputer.net                Ready                         <none>                 94d      v1.23.14   132.249.252.216   <none>        Ubuntu 20.04.5 LTS      5.3.0.release.93.016246f09f09   containerd://1.5.9              us-west
nrp-c10.nysernet.org                       Ready                         <none>                 2y351d   v1.23.14   199.109.80.17     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-east
nrp-c11.nysernet.org                       Ready                         <none>                 2y351d   v1.23.14   199.109.80.18     <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-east
nrp-c12.nysernet.org                       Ready                         <none>                 2y351d   v1.23.14   199.109.80.19     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
nrp-c13.nysernet.org                       Ready                         <none>                 2y340d   v1.23.14   199.109.80.24     <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-east
nrp-c14.nysernet.org                       Ready                         <none>                 459d     v1.23.14   199.109.80.20     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
nrp-c15.nysernet.org                       Ready                         <none>                 2y340d   v1.23.14   199.109.80.21     <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-east
nrp-c16.nysernet.org                       Ready                         <none>                 2y340d   v1.23.14   199.109.80.22     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
nrp-c17.nysernet.org                       Ready                         <none>                 29d      v1.23.14   199.109.80.23     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
nrp-c2.nysernet.org                        NotReady,SchedulingDisabled   <none>                 2y363d   v1.23.14   199.109.80.11     <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://19.3.13                us-east
nrp-c3.nysernet.org                        Ready                         <none>                 66d      v1.23.14   199.109.80.12     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
nrp-c4.nysernet.org                        Ready                         <none>                 2y363d   v1.23.14   199.109.80.13     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-east
nrp-c5.nysernet.org                        Ready                         <none>                 653d     v1.23.14   199.109.80.14     <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://19.3.13                us-east
nrp-c6.nysernet.org                        Ready                         <none>                 2y321d   v1.23.14   199.109.80.15     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
nrp-c7.nysernet.org                        Ready                         <none>                 2y278d   v1.23.14   199.109.80.16     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-east
nrp-fiona-001.sdmz.amnh.org                Ready                         <none>                 21d      v1.23.14   216.73.255.100    <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-east
nrp-g1.nysernet.org                        Ready                         <none>                 2y337d   v1.23.14   199.109.80.40     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
nrp-s1.nysernet.org                        Ready                         <none>                 2y336d   v1.23.14   199.109.80.30     <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://19.3.13                us-east
nrp-s2.nysernet.org                        Ready                         <none>                 140d     v1.23.14   199.109.80.31     <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
oai-gnb-01.5g.nrp-nautilus.io              Ready                         <none>                 68d      v1.23.14   67.58.54.142      <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
osdftest.t2.ucsd.edu                       Ready                         <none>                 245d     v1.23.14   169.228.130.111   <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
osg-houston-stashcache.nrp.internet2.edu   Ready                         <none>                 169d     v1.23.14   163.253.74.2      <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-central
osg-sunnyvale-stashcache.t2.ucsd.edu       Ready                         <none>                 119d     v1.23.14   163.253.73.2      <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://19.3.13                us-west
osg.chic.nrp.internet2.edu                 Ready                         <none>                 4y200d   v1.23.14   163.253.70.2      <none>        Ubuntu 20.04.4 LTS      5.4.0-125-generic               containerd://1.5.9              us-east
osg.kans.nrp.internet2.edu                 Ready                         <none>                 3y354d   v1.23.14   163.253.71.2      <none>        Ubuntu 20.04.4 LTS      5.4.0-125-generic               containerd://1.5.9              us-central
osg.newy32aoa.nrp.internet2.edu            Ready                         <none>                 4y105d   v1.23.14   163.253.72.2      <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://20.10.9                us-east
ott2.cenidtn.net                           Ready                         <none>                 3y158d   v1.23.14   162.244.229.60    <none>        Ubuntu 22.04.1 LTS      5.15.0-58-generic               containerd://1.5.9-0ubuntu3.1   ca-east
perfsonar.csusb.edu                        Ready                         <none>                 2y215d   v1.23.14   139.182.103.10    <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
perfsonar.uog.edu                          Ready                         <none>                 2y110d   v1.23.14   168.123.136.163   <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              pacific
prp-dtn.noc.ucsb.edu                       Ready                         <none>                 2y235d   v1.23.14   128.111.68.131    <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://19.3.13                us-west
prp-gpu-2.t2.ucsd.edu                      Ready                         <none>                 2y272d   v1.23.14   169.228.132.14    <none>        Ubuntu 20.04.4 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
prp-perfsonar-1.ucsc.edu                   Ready                         <none>                 155d     v1.23.14   169.233.4.65      <none>        Ubuntu 20.04.4 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
prp01.ifa.hawaii.edu                       Ready                         <none>                 2y181d   v1.23.14   128.171.110.11    <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://20.10.9                pacific
ps-100g-scidmz-0.tools.ucla.net            Ready                         <none>                 2y155d   v1.23.14   192.154.2.253     <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://20.10.9                us-west
ps-100g.sdsu.edu                           Ready                         <none>                 360d     v1.23.14   130.191.49.99     <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://20.10.9                us-west
rci-nrp-cpu-01.sdsu.edu                    Ready                         <none>                 104d     v1.23.14   130.191.49.60     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-cpu-02.sdsu.edu                    Ready                         <none>                 104d     v1.23.14   130.191.49.61     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-cpu-03.sdsu.edu                    Ready                         <none>                 104d     v1.23.14   130.191.49.62     <none>        Ubuntu 20.04.5 LTS      5.4.0-136-generic               containerd://1.5.9              us-west
rci-nrp-cpu-04.sdsu.edu                    Ready                         <none>                 104d     v1.23.14   130.191.49.63     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
rci-nrp-dtn-01.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.72     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-dtn-02.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.73     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-dtn-03.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.74     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-gpu-01.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.64     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-gpu-02.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.65     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-gpu-03.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.66     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
rci-nrp-gpu-04.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.67     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-gpu-05.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.68     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
rci-nrp-gpu-06.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.69     <none>        Ubuntu 20.04.5 LTS      5.4.0-136-generic               containerd://1.5.9              us-west
rci-nrp-gpu-07.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.70     <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
rci-nrp-gpu-08.sdsu.edu                    Ready                         <none>                 57d      v1.23.14   130.191.49.71     <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
regional-prp-ceph.beocat.ksu.edu           Ready                         <none>                 297d     v1.23.14   164.113.66.15     <none>        Ubuntu 20.04.4 LTS      5.4.0-136-generic               containerd://1.5.9              us-central
rincewind.crbs.ucsd.edu                    Ready                         <none>                 639d     v1.23.14   67.58.56.47       <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-01.sdsc.optiputer.net               Ready                         <none>                 29d      v1.23.14   132.249.212.133   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-02.sdsc.optiputer.net               Ready,SchedulingDisabled      <none>                 28d      v1.23.14   132.249.212.134   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-03.sdsc.optiputer.net               Ready                         <none>                 28d      v1.23.14   132.249.212.135   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-04.sdsc.optiputer.net               Ready                         <none>                 28d      v1.23.14   132.249.212.136   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-05.sdsc.optiputer.net               Ready,SchedulingDisabled      <none>                 27d      v1.23.14   132.249.212.137   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-06.sdsc.optiputer.net               Ready,SchedulingDisabled      <none>                 27d      v1.23.14   132.249.212.138   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-07.sdsc.optiputer.net               Ready                         <none>                 24d      v1.23.14   132.249.212.139   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-08.sdsc.optiputer.net               Ready                         <none>                 24d      v1.23.14   132.249.212.140   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-09.sdsc.optiputer.net               Ready,SchedulingDisabled      <none>                 24d      v1.23.14   132.249.212.141   <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
ry-gpu-10.sdsc.optiputer.net               Ready                         <none>                 23d      v1.23.14   132.249.212.142   <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
ry-gpu-11.sdsc.optiputer.net               Ready                         <none>                 23d      v1.23.14   132.249.212.143   <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
ry-gpu-12.sdsc.optiputer.net               Ready                         <none>                 23d      v1.23.14   132.249.212.144   <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
ry-gpu-13.sdsc.optiputer.net               Ready                         <none>                 23d      v1.23.14   132.249.212.145   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-14.sdsc.optiputer.net               Ready                         <none>                 22d      v1.23.14   132.249.212.146   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-15.sdsc.optiputer.net               Ready,SchedulingDisabled      <none>                 22d      v1.23.14   132.249.212.147   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
ry-gpu-16.sdsc.optiputer.net               Ready,SchedulingDisabled      <none>                 22d      v1.23.14   132.249.212.148   <none>        Ubuntu 20.04.5 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
sdsmt-fiona.sdsmt.edu                      Ready                         <none>                 710d     v1.23.14   151.159.100.10    <none>        Ubuntu 20.04.4 LTS      5.4.0-137-generic               docker://20.10.17               us-central
service-02.nrp.mghpcc.org                  Ready                         <none>                 77d      v1.23.14   192.69.103.132    <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
siderea.ucsc.edu                           Ready                         <none>                 4y319d   v1.23.14   128.114.109.76    <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://20.10.9                us-west
stashcache.gravity.cf.ac.uk                Ready                         <none>                 3y249d   v1.23.14   131.251.129.34    <none>        CentOS Linux 7 (Core)   5.6.10-1.el7.x86_64             docker://19.3.13                eu
stashcache.t2.ucsd.edu                     Ready                         <none>                 3y164d   v1.23.14   198.17.101.66     <none>        Ubuntu 22.04.1 LTS      5.15.0-43-generic               containerd://1.5.9-0ubuntu3.1   us-west
storage-01.nrp.mghpcc.org                  Ready                         <none>                 78d      v1.23.14   192.69.103.138    <none>        Ubuntu 20.04.5 LTS      5.4.0-137-generic               containerd://1.5.9              us-east
suncave-0                                  Ready                         <none>                 3y218d   v1.23.14   67.58.51.38       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-1                                  Ready                         <none>                 240d     v1.23.14   67.58.51.39       <none>        Ubuntu 20.04.2 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-10                                 Ready                         <none>                 2y166d   v1.23.14   67.58.51.48       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-11                                 Ready                         <none>                 2y102d   v1.23.14   67.58.51.49       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-12                                 Ready                         <none>                 2y246d   v1.23.14   67.58.51.50       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-13                                 Ready                         <none>                 309d     v1.23.14   67.58.51.51       <none>        Ubuntu 20.04.2 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-14                                 Ready                         <none>                 2y6d     v1.23.14   67.58.51.52       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-15                                 Ready                         <none>                 367d     v1.23.14   67.58.51.53       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-16                                 Ready                         <none>                 2y70d    v1.23.14   67.58.51.54       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-17                                 Ready                         <none>                 2y125d   v1.23.14   67.58.51.55       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-18                                 Ready                         <none>                 298d     v1.23.14   67.58.51.56       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-19                                 Ready                         <none>                 384d     v1.23.14   67.58.51.57       <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-2                                  Ready                         <none>                 298d     v1.23.14   67.58.51.40       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-20                                 Ready                         <none>                 346d     v1.23.14   67.58.51.58       <none>        Ubuntu 20.04.2 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-21                                 Ready                         <none>                 298d     v1.23.14   67.58.51.59       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-22                                 Ready                         <none>                 384d     v1.23.14   67.58.51.60       <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-23                                 Ready                         <none>                 297d     v1.23.14   67.58.51.61       <none>        Ubuntu 20.04.2 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-26                                 Ready                         <none>                 35d      v1.23.14   67.58.51.11       <none>        Ubuntu 20.04.2 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
suncave-27                                 Ready                         <none>                 2y195d   v1.23.14   67.58.51.12       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-29                                 Ready                         <none>                 316d     v1.23.14   67.58.51.14       <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-3                                  Ready                         <none>                 246d     v1.23.14   67.58.51.41       <none>        Ubuntu 20.04.2 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-30                                 Ready                         <none>                 367d     v1.23.14   67.58.51.15       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-31                                 Ready                         <none>                 367d     v1.23.14   67.58.51.16       <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
suncave-32                                 Ready                         <none>                 381d     v1.23.14   67.58.51.17       <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
